Type,Extent,Date,Image_URL,Description,Identifier,Creator,Publisher,Language,Location,Subject,Title
cartographic,"1 map on 2 sheets : ms., col., mounted on 2 scrolls ; 3,575 x 26 cm., sheets 1,722 x 26 cm. and 1,853 x 26 cm.",17uu,https://tile.loc.gov/storage-services/service/gmd/gmd7m/g7964m/g7964tm/gct00271a/ca000001.gif,"Shows road between Edo (Tokyo) to Kyoto./""1-bu o motte 1-chō ni ateru.""/Pictorial map./Relief shown pictorially./Title from title piece mounted on scroll./Pen-and-ink and watercolor./Orientation varies./Worm holes in the map./Stamped on: Kantōkaku [?]; possibly owned by Matsudaira Yorihiro, 1703-1763./Not listed in Kokusho sōmokuroku and Kotenseki sōgō mokuroku; Kokusho sōmokuroku v. 6, p. 14 (Tōkaidō bunken ezu, 5-jō; variants: Tōkaidō kōmoku bunken no zu, Tōkaidō bunken no zu; auth. Ochikochi Dōin cho, Hishikawa Moronobu ga, Genroku 3 [1690] kan)./Available also through the Library of Congress Web site as a raster image.",http://hdl.loc.gov/loc.gmd/g7964tm.gct00271a/http://hdl.loc.gov/loc.gmd/g7964tm.gct00271b,"Ochikochi Dōin, active 17th century./Hishikawa, Moronobu, approximately 1618-approximately 1694.","[Japan : s.n., 17--?]",jpn,Japan--Tokai Region/Japan--Kyōto Region/Tokai Region (Japan)/Kyoto Region (Japan),Roads--Japan--Tokai Region--Maps/Roads--Japan--Kyōto Region--Maps/Tokai Region (Japan)--Maps/Kyoto Region (Japan)--Maps/Japan--Tokyo Region/Japan--Kyōto Region,Tōkaidō bunken ezu
cartographic/collection,"35 map sheets in 32 folders in 1 drawer : some color, some photocopies ; various sizes",1630,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:me:-0:61:me-061:me-061-00001/full/pct:12.5/0/default.jpg,"Title supplied by cataloger./This record covers single maps of Portland, Maine, showing various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and may also include photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.me-061,,"[Various places] : [various publishers], [1630-1963]",eng,Maine--Portland,Landowners--Maine--Portland--Maps/Portland (Me.)--Maps/Portland Metropolitan Area (Me.)--Maps/Portland Region (Me.)--Maps/United States--Maine,[Maps of Maine--cities and towns Portland subjects A-Z]
cartographic,"2 maps on 2 sheets : both sides ; 80 x 188 cm. and 79 x 117 cm., each sheet 86 x 61 cm.",1891,https://tile.loc.gov/storage-services/service/gmd/gmd384/g3844/g3844b/ct003394r.gif,"Pictorial map of Baltimore city center containing 3-dimensional drawings of numerous office buildings./""Made from actual photographic views at an expense of many thousand dollars and two year's time.""/Northern-half map oriented with north to the right./Available also through the Library of Congress Web site as a raster image./""Copyrighted 1891 by E. Lloyd.""/Each map printed in 2 segments./LC copies imperfect: Fold-lined./2 copies/Original control no.: unk82060200",http://hdl.loc.gov/loc.gmd/g3844b.ct003394r/http://hdl.loc.gov/loc.gmd/g3844b.ct003394v,"Lloyd, James T./Friedenwald Co.","[New York?: s.n.], c1891",eng,Maryland--Baltimore/Baltimore (Md.),"Baltimore (Md.)--Buildings, structures, etc.--Maps/Office buildings--Maryland--Baltimore--Maps/Central business districts--Maryland--Baltimore--Maps/United States--Maryland--Baltimore",Lloyd's Baltimore elevated building map : of the five hundred million business district of Baltimore
cartographic,"4 maps : cloth, color ; each 125 x 86 cm",2016,https://tile.loc.gov/storage-services/service/gmd/gmd8/g8001/g8001e/ct007688a.gif,"Pictorial maps describing the culture and history of the Hmong people, an Asian ethnic group in Southeast Asia./Relief shown pictorially./Title devised by cataloger./Shows embroidered figures, humans, animals, plants, and geographical images of everyday life in a village or farm in Laos, Cambodia, Thailand, Vietnam, and Mekong River region./Includes white cloth backing and borders of pieced triangles represented mountains for protection of central areas./Available also through the Library of Congress Web site as a raster image./Gift; Judith A. Tyner; October 2016./undetermined $l undetermined $n No visible notice of copyright; any copyright information can be sent to mapcat@loc.gov",http://hdl.loc.gov/loc.gmd/g8001e.ct007688a/http://hdl.loc.gov/loc.gmd/g8001e.ct007688b/http://hdl.loc.gov/loc.gmd/g8001e.ct007688c/http://hdl.loc.gov/loc.gmd/g8001e.ct007688d,,"[Laos] : [manufacturer not identified], [2016]",eng,Southeast Asia,Hmong (Asian People)--Southeast Asia--Social life and customs--Maps/Southeast Asia--Social life and customs--Maps/Ethnic embroidery--Southeast Asia--Maps/Folklore--Southeast Asia--Maps/Ethnology--Southeast Asia--Maps/Southeast Asia,[Hmong hand-stitched story cloth maps of mainland Southeast Asia]
cartographic/collection,"65 map sheets in 28 folders in 1 drawer : some color, some photocopies ; various sizes",1858,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:13:ks-013:ks-013-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas as a whole covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps as well as some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show various subjects, including postal routes and service. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-013,,"[Various places] : [various publishers], [from approximately 1858 to 1961]",eng,Kansas,Postal service--Kansas--Maps/United States--Kansas,[Maps of Kansas--various subjects Physical--Postal service 1858-1892]
cartographic,col. map 64 x 109 cm. on scroll.,1775,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7822/g7822q/ct003369.gif,"Scale ca. 1:120,000./Title supplied./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Hummel purchase 1930, no. 34./Shows area along Qiantang River, especially the section of Hangzhou Bay in Zhejiang Province./Available also through the Library of Congress Web site as a raster image./Previous call number: G7822.Q3A5 1820 .H3 Vault Shelf/AACR2: 650/2; 700",http://hdl.loc.gov/loc.gmd/g7822q.ct003369,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1775 and 1809],chi,Qiantang River (China),Qiantang River (China)--Maps/China--Qiantang River,[Qiantang Jiang yan an tu]
cartographic,map 56 x 59 cm. on scroll.,1879,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7824/g7824t/ct003296.gif,"Scale ca. 1:850,000./Wood block print./Pictorial map./Hummel purchase 1930, no. 36./Available also through the Library of Congress Web site as a raster image./Shows selected buildings and points of interest./AACR2",http://hdl.loc.gov/loc.gmd/g7824t.ct003296,"Zhang, Derun./Hummel, Arthur W. (Arthur William), Sr., 1884-1975.","China : Xun wen shu ju, [Between 1879 and 1890]",chi,"Taiyuan (Shanxi Sheng, China)","Taiyuan (Shanxi Sheng, China)--Maps/China--Shanxi Sheng--Taiyuan",[Shanxi sheng cheng jie dao ji fu jin tan miao cun zhuang tu]
cartographic/collection,180 maps./1 book.,1900,https://tile.loc.gov/storage-services/service/gmd/gmd3m/g3201m/g3201sm/gct00551/cs012900.gif,"Title supplied by cataloger./Copies of some maps are held elsewhere in the Geography and Map Division collection./Available also through the Library of Congress Web site as a raster image./In English, French, German, Japanese, Russian, Bulgarian, Arabic, and Portuguese./Finding aid available in the Geography and Map Reading Room and at http://hdl.loc.gov/loc.gmd/eadgmd.gm019003",https://hdl.loc.gov/loc.gmd/g3201sm.gct00551,"Clegg, Ernest/Rose, Fred. W. (Frederick W.)/Kampf, Arthur, 1864-1950/Stiles, Ezra C./Harrison, Richard Edes/Chase, Ernest Dudley, 1878-1966./Manning, F. E.","[Various places] : [various publishers], 1900-2016.",eng/fre/ger/jpn/rus/bul/ara/por,,"World War, 1914-1918--Campaigns--Maps/World War, 1939-1945--Campaigns--Maps/World War, 1939-1945--Peace--Maps/World War, 1914-1918--Propaganda--Maps/World War, 1939-1945--Propaganda--Maps/Cold War--Propaganda--Maps/Earth (Planet)",War map : pictorial and propaganda map collection 1900-1950.
cartographic,"1 map  : hand col., cloth backing ; 99 x 80 cm.",1875,https://tile.loc.gov/storage-services/service/gmd/gmd416/g4164/g4164s/ct003087.gif,Pictorial map./Oriented with north to the lower right./Available also through the Library of Congress Web site as a raster image.,http://hdl.loc.gov/loc.gmd/g4164s.ct003087,Jno. McKittrick & Co.,"St. Louis : Jno. McKittrick & Co., 1875.",eng,,"Bellefontaine Cemetery (Saint Louis, Mo.)--Maps/United States--Missouri--Bellefontaine Cemetery (Saint Louis)","Bellefontaine Cemetery, St. Louis, Mo."
cartographic/collection,"52 maps in 32 folders in 1 drawer : some color, some photocopies ; various sizes.",1885,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolmaps:hi:-0:12:hi-012:hi-012-02-01/full/pct:12.5/0/default.jpg,"This record covers single maps covering islands of Hawaii, separately or in groups, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show islands of Hawaii, as well as various subjects including coasts, parks and reserves, roads, and recreation and tourism. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger./LC Trails, 101, 116/Available also through the Library of Congress Web site as a raster image./HI-12-01 through HI-12-34.",https://hdl.loc.gov/loc.gmd/gmdtitlecolmaps.hi-012/https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.hi-012,,"[Various places] : [various publishers], [from approximately 1885 to 1966]",eng,Hawaii/Kauai (Hawaii)/Kaʻū District (Hawaii),Coasts--Hawaii--Maps/Islands--Hawaii--Maps/Parks--Hawaii--Maps/Outdoor recreation--Hawaii--Maps/Trails--Hawaii--Maps/Kauai (Hawaii)--Maps/Kaʻū District (Hawaii)--Maps/United States--Hawaii/United States--Hawaii--Kauai/United States--Hawaii--Kaʻū District,[Maps of Hawaii--islands I-K]
cartographic,4 col. maps 55 x 104 cm. or smaller on scroll 55 x 585 cm.,1697,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7801/g7801r/ct002202a.gif,"Scales differ./Manuscript on silk./Relief shown pictorially./Pictorial map./Bird's-eye view./Covers four frontier regions of the Manchu Dynasty, Aihun area, a military colony since the middle of the 17th century on the north banks of the Amur, Russian camp in eastern Siberia, Taiwan and Pescadores Islands, and Inner Mongolia./Available also through the Library of Congress Web site as a raster image./Shows military installations and defenses in Aihun (Which is now a district in Heihe Shi, Heilongjiang Sheng), Russian camp in eastern Siberia, Taiwan and Inner Mongolia./Hummel purchase 1930, no. 6./AACR2",http://hdl.loc.gov/loc.gmd/g7801r.ct002202a/http://hdl.loc.gov/loc.gmd/g7801r.ct002202b/http://hdl.loc.gov/loc.gmd/g7801r.ct002202c/http://hdl.loc.gov/loc.gmd/g7801r.ct002202d,,[Between 1697 and 1722],chi,"East Asia/Heihe Shi (China)/Siberia, Eastern (Russia)/Taiwan/Inner Mongolia (China)","Fortification--East Asia--Maps--Early works to 1800/Heihe Shi (China)--Maps--Early works to 1800/Siberia, Eastern (Russia)--Maps--Early works to 1800/Taiwan--Maps--Early works to 1800/Inner Mongolia (China)--Maps--Early works to 1800/East Asia/China--Heihe Shi/Russia--Siberia, Eastern/China--Inner Mongolia/Taiwan","[Aihun, Luosha, Taiwan, Nei Menggu tu]"
cartographic,col. map on sheet 115 x 209 cm.,1855,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823g/ct003390.gif,"Scale ca. 1:500,000./Title supplied./Shows mountains, rivers, and lakes of Gansu Province./Relief shown pictorially./Pictorial map./Available also through the Library of Congress Web site as a raster image./Hummel purchase 1930, no. 13./Previous call number: G7823.G3A5 1870 .G3  Vault/AACR2",http://hdl.loc.gov/loc.gmd/g7823g.ct003390,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1855 and 1871],chi,Gansu Sheng (China),Gansu Sheng (China)--Maps/China--Gansu Sheng,[Gansu yu tu]
cartographic,col. map 90 x 90 cm. fold. in cover 32 x 16 cm.,1734,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7823/g7823y/ct003377.gif,"Scale ca. 1:25,000./Shows rivers in Yiyang Xian, Henan Sheng./Cover title./Manuscript on silk./Labels pasted on to show physical features./Oriented with north to the bottom./Relief shown pictorially./Pictorial map./Hummel purchase 1934, no. 22./Available also through the Library of Congress Web site as a raster image./Includes text./Previous call number: G7823.Y55C3 1767 .Y5 Vault Shelf/AACR2",http://hdl.loc.gov/loc.gmd/g7823y.ct003377,"Hummel, Arthur W. (Arthur William), Sr., 1884-1975.",[Between 1734 and 1779],chi,China--Yiyang Xian (Henan Sheng)/Yiyang Xian (Henan Sheng),Rivers--China--Yiyang Xian (Henan Sheng)--Maps/Yiyang Xian (Henan Sheng)--Maps/China--Yiyang Xian,Yiyang Xian he tu.
cartographic,col. map 70 x 103 cm. fold. in cover in case 22 x 15 cm.,1835,https://tile.loc.gov/storage-services/service/gmd/gmd7/g7964/g7964k/ct011902.gif,"Title and date supplied from M. Namba. Old maps in Japan, 1973, p. 200./Alternative title inferred from CiNii online, April, 9, 2020: Tenpō kaisei shinzō saiken Kyō ezu taizen, kan./Wood block print./Oriented with north to the left./Relief shown pictorially./Japanese./Pictorial map./LC copy annotated in black ink on cover: Seikyō chizu./Shows some dwellings of imperial families./Available also through the Library of Congress Web site as a raster image./Vault/AACR2",https://hdl.loc.gov/loc.gmd/g7964k.ct011902,"Ikeda, Tōri./Nakamura, Nagahide, active 19th century.","Kyōto : Bunshōdō Takehara Yoshibē ban, [1835?]",jpn,Kyoto (Japan),Kyoto (Japan)--Maps/Japan--Kyoto,Saiken Kyō ezu taizen
cartographic/collection,"46 map sheets in 36 folders in 1 drawer : some color, some photocopies ; various sizes",1882,https://tile.loc.gov/image-services/iiif/service:gmd:gmdtitlecolfold:ks:-0:09:ks-009:ks-009-00001/full/pct:12.5/0/default.jpg,"This record covers single maps of Kansas as a whole covering various subjects, which are not represented in the LC database by separate catalog records. This collection includes single printed maps and photocopies of printed or manuscript single maps and may also include some multi-sheet single maps, plates from atlases, books or periodicals, and printed facsimiles. These maps show various subjects, such as geology and hydrology. To request a specific map or for more information, contact a reference librarian in the Geography & Map Division (202) 707-6277 or through the ""Ask a librarian"" link through the Geography & Map Division website https://ask.loc.gov/map-geography/./Title supplied by cataloger.",https://hdl.loc.gov/loc.gmd/gmdtitlecolfold.ks-009,,"[Various places] : [various publishers], [from approximately 1882 to 1964]",eng,Kansas,Geology--Kansas--Maps/Indians of North America--Kansas--Maps/United States--Kansas,[Maps of Kansas--various subjects Geology-I]
